2020-06-28 01:14:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (12, 1438) for path existence...
2020-06-28 01:14:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 1261) for path existence...
2020-06-28 01:14:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 1202) for path existence...
2020-06-28 01:14:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 1143) for path existence...
2020-06-28 01:14:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 1084) for path existence...
2020-06-28 01:14:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 1025) for path existence...
2020-06-28 01:14:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 966) for path existence...
2020-06-28 01:14:49 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 907) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 850) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 850) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (289, 844) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (289, 844) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (294, 839) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (294, 839) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (300, 838) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (300, 838) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (310, 838) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (310, 838) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (316, 839) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (316, 839) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (320, 844) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (320, 844) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 850) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 850) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 909) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 968) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 1027) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 1086) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 1145) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 1204) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 1263) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 1322) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 1381) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (381, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (440, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (499, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (558, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (617, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (676, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (735, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (794, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (853, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (912, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (971, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1030, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1089, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1148, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 1438) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 1379) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 1320) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 1261) for path existence...
2020-06-28 01:14:50 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 1202) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 1143) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 1084) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 1025) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 966) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 907) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 848) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 789) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 730) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 671) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 612) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 553) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 494) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 435) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 376) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 317) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 258) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 199) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 140) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 81) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 22) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1198, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1139, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1080, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1021, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (962, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (903, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (844, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (785, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (726, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (667, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (608, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (549, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (490, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (431, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (372, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 12) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 71) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 130) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 189) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 248) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 307) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 366) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 425) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 484) for path existence...
2020-06-28 01:14:51 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 543) for path existence...
2020-06-28 01:14:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 602) for path existence...
2020-06-28 01:14:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 661) for path existence...
2020-06-28 01:14:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (322, 720) for path existence...
2020-06-28 01:14:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 741) for path existence...
2020-06-28 01:14:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 682) for path existence...
2020-06-28 01:14:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 623) for path existence...
2020-06-28 01:14:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 564) for path existence...
2020-06-28 01:14:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 505) for path existence...
2020-06-28 01:14:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 446) for path existence...
2020-06-28 01:14:52 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (288, 387) for path existence...
